fuzzer,protocol,seed,mutant,time,result
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,08,8,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,08,537,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,09,108,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,09,7,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,10,16028,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,10,8006,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,11,83,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,11,6,1
foundry,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,12,3634,1
echidna,uniswap-v2,93369884277498597659590946175997448338802118867485977633968544981113634346220,12,2346,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,01,322,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,01,21,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,02,86401,124
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,02,125,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,03,304,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,03,21,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,04,86401,124
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,04,10048,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,05,86401,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,05,739,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,06,7,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,06,140,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,07,11,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,07,210,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,08,9,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,08,123,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,09,8,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,09,335,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,10,86401,124
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,10,5360,1
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,11,8,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,11,102,1
echidna,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,12,86401,124
foundry,uniswap-v2,97569884605916225051403212656556507955018248777258318895762758024193532305077,12,164,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,01,965,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,01,21,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,02,86400,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,02,417,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,03,386,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,03,36,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,04,59856,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,04,673,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,05,8137,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,05,6841,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,06,111,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,06,8,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,07,9,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,07,116,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,08,109,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,08,8,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,09,10,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,09,1480,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,10,86400,124
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,10,2016,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,11,93,1
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,11,9,1
echidna,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,12,86400,124
foundry,uniswap-v2,97789825912453899259273410636466998099043528421815129078110847000656284369545,12,22,1
